ID,Collection,Sample type,Short name for contribution,Sampling date,Analysis date,Instrument setup used,Monitored City,Monitored country,Latitude,Longitude,Sample Matrix,Location,Category,Category.1,Category.2,Proxy pressures,Proxy pressures.1,Proxy pressures.2
22622,European Dust,Real Sample,House dust 57 from Poznan in Poland Negative ESI,"Fri, 01/10/2020 - 00:00","Thu, 10/27/2022 - 00:00",11,Poznan,Poland,52.397194,16.906155,,Urban,,,,,,
22623,European Dust,Real Sample,House dust 58 from Poznan in Poland Negative ESI,"Fri, 01/10/2020 - 00:00","Thu, 10/27/2022 - 00:00",11,Poznan,Poland,52.401519,16.933338,,Urban,,,,,,
22624,European Dust,Real Sample,House dust 59 from Orebro in Sweden Negative ESI,"Fri, 01/10/2020 - 00:00","Thu, 10/27/2022 - 00:00",11,Orebro,Sweden,59.271715,15.216445,,Urban,,,,,,
22625,European Dust,Real Sample,House dust 60 from Orebro in Sweden Negative ESI,"Fri, 01/10/2020 - 00:00","Thu, 10/27/2022 - 00:00",11,Orebro,Sweden,59.284111,15.225368,,Urban,,,,,,
22626,European Dust,Real Sample,House dust 61 from Orebro in Sweden Negative ESI,"Fri, 01/10/2020 - 00:00","Thu, 10/27/2022 - 00:00",11,Orebro,Sweden,59.262153,15.182164,,Urban,,,,,,
22627,European Dust,Real Sample,House dust 62 from Orebro in Sweden Negative ESI,"Fri, 01/10/2020 - 00:00","Thu, 10/27/2022 - 00:00",11,Orebro,Sweden,59.272978,15.235973,,Urban,,,,,,
22628,European Dust,Real Sample,House dust 63 from Orebro in Sweden Negative ESI,"Fri, 01/10/2020 - 00:00","Thu, 10/27/2022 - 00:00",11,Orebro,Sweden,59.263044,15.259541,,Urban,,,,,,
22629,European Dust,Real Sample,House dust 64 from Nykvarn in Sweden Negative ESI,"Fri, 01/10/2020 - 00:00","Thu, 10/27/2022 - 00:00",11,Nykvarn,Sweden,59.178224,17.428696,,Urban,,,,,,
22630,European Dust,Real Sample,House dust 65 from Stockholm in Sweden Negative ESI,"Fri, 01/10/2020 - 00:00","Thu, 10/27/2022 - 00:00",11,Stockholm,Sweden,59.335143,18.067361,,Urban,,,,,,
22631,European Dust,Real Sample,House dust 66 from Stockholm in Sweden Negative ESI,"Fri, 01/10/2020 - 00:00","Thu, 10/27/2022 - 00:00",11,Stockholm,Sweden,59.347983,18.04745401,,Urban,,,,,,
22632,European Dust,Real Sample,House dust 68 from Paris in France Negative ESI,"Fri, 01/10/2020 - 00:00","Thu, 10/27/2022 - 00:00",11,Paris,France,48.82665,2.364296,,Urban,,,,,,
22633,European Dust,Real Sample,House dust 70 from Paris in France Negative ESI,"Fri, 01/10/2020 - 00:00","Thu, 10/27/2022 - 00:00",11,Paris,France,48.843718,2.26040701,,Urban,,,,,,
22634,European Dust,Real Sample,House dust 71 from Paris in France Negative ESI,"Fri, 01/10/2020 - 00:00","Thu, 10/27/2022 - 00:00",11,Paris,France,48.895143,2.324036,,Urban,,,,,,
22635,European Dust,Real Sample,House dust 72 from Stockholm in Sweden Negative ESI,"Fri, 01/10/2020 - 00:00","Thu, 10/27/2022 - 00:00",11,Stockholm,Sweden,59.335104,18.05692101,,Urban,,,,,,
22636,European Dust,Real Sample,House dust 73 from Skelleftea in Sweden Negative ESI,"Fri, 01/10/2020 - 00:00","Thu, 10/27/2022 - 00:00",11,Skelleftea,Sweden,64.750843,20.96382501,,Urban,,,,,,
22637,European Dust,Real Sample,House dust 74 from Ornskoldsvik in Sweden Negative ESI,"Fri, 01/10/2020 - 00:00","Thu, 10/27/2022 - 00:00",11,Ornskoldsvik,Sweden,63.290008,18.713766,,Urban,,,,,,
22638,European Dust,Real Sample,House dust 75 from Antwerp in Belgium Negative ESI,"Fri, 01/10/2020 - 00:00","Thu, 10/27/2022 - 00:00",11,Antwerp,Belgium,51.21668501,4.411091,,Urban,,,,,,
22639,European Dust,Blank Sample,Blank 01 for EU Dust samples Negative ESI,"Fri, 01/10/2020 - 00:00","Thu, 10/27/2022 - 00:00",11,Umea,Sweden,63.825311,20.260289,,Urban,,,,,,
22640,European Dust,Blank Sample,Blank 02 for EU Dust samples Negative ESI,"Fri, 01/10/2020 - 00:00","Thu, 10/27/2022 - 00:00",11,Umea,Sweden,63.825311,20.260289,,Urban,,,,,,
22641,European Dust,Blank Sample,Blank 03 for EU Dust samples Negative ESI,"Fri, 01/10/2020 - 00:00","Thu, 10/27/2022 - 00:00",11,Umea,Sweden,63.825311,20.260289,,Urban,,,,,,
22642,European Dust,Blank Sample,Blank 04 for EU Dust samples,"Fri, 01/10/2020 - 00:00","Thu, 10/27/2022 - 00:00",11,Umea,Sweden,63.825311,20.260289,,Urban,,,,,,
